Dataset,Model,Predict Function of Model,Metric Function,Score,Seed,Estimator Tag
Water-quality,PCC_AdaBoostClassifier,Predict Recall,Micro F1,0.531875,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.497374,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.001886,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Precision Score,0.475675,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.845336,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Recall Score,0.759863,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Markedness,0.660505,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.46767,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Informedness,0.534509,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Macro F1,0.500295,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Markedness,Micro F1,0.518853,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.376483,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.0,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.367028,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.172329,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.993329,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Markedness,0.269678,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.517317,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Informedness,0.509859,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.526009,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.537181,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.582614,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.000943,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Precision Score,0.479032,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.820429,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Recall Score,0.801571,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Markedness,0.649728,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.560449,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Informedness,0.589602,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Macro F1,0.54271,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Predict Informedness,Micro F1,0.575572,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Marginal Scores,One-Error Score,0.714151,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Marginal Scores,Coverage Score,0.330334,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.74807,1,adaboost
Water-quality,PCC_AdaBoostClassifier,Marginal Scores,Average Precision,0.692131,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Hamming Accuracy,0.710241,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Subset Accuracy,0.011319,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Precision Score,0.617398,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Negative Predictive Value,0.748078,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Recall Score,0.531328,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Markedness,0.68274,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Fmeasure Score,0.537242,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Informedness,0.636149,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Macro F1,0.510188,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Hamming,Micro F1,0.56916,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Hamming Accuracy,0.710241,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Subset Accuracy,0.011319,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Precision Score,0.617398,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Negative Predictive Value,0.748078,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Recall Score,0.531328,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Markedness,0.68274,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Fmeasure Score,0.537242,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Informedness,0.636149,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Macro F1,0.510188,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Subset,Micro F1,0.56916,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Hamming Accuracy,0.668261,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Subset Accuracy,0.01132,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Precision Score,0.714153,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Negative Predictive Value,0.664732,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Recall Score,0.160414,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Markedness,0.68944,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Fmeasure Score,0.250459,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Informedness,0.535616,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Macro F1,0.167115,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Precision,Micro F1,0.235285,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Hamming Accuracy,0.42136,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Subset Accuracy,0.0,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Precision Score,0.383525,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Negative Predictive Value,0.913208,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Recall Score,0.980731,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Markedness,0.648368,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Fmeasure Score,0.531334,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Informedness,0.535047,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Macro F1,0.538681,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict NPV,Micro F1,0.551698,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Hamming Accuracy,0.362331,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Subset Accuracy,0.0,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Precision Score,0.362331,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Negative Predictive Value,0.0,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Recall Score,0.99434,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Markedness,0.181166,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Fmeasure Score,0.512479,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Informedness,0.5,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Macro F1,0.521125,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Recall,Micro F1,0.531875,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Hamming Accuracy,0.49023,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Subset Accuracy,0.000943,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Precision Score,0.472238,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Negative Predictive Value,0.854179,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Recall Score,0.776151,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Markedness,0.663209,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Fmeasure Score,0.47033,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Informedness,0.532973,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Macro F1,0.501666,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Markedness,Micro F1,0.519613,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Hamming Accuracy,0.376078,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Subset Accuracy,0.0,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Precision Score,0.366705,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Negative Predictive Value,0.171464,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Recall Score,0.9927,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Markedness,0.269086,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Fmeasure Score,0.516951,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Informedness,0.509352,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Macro F1,0.52575,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Fmeasure,Micro F1,0.536973,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Hamming Accuracy,0.581805,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Subset Accuracy,0.001886,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Precision Score,0.476246,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Negative Predictive Value,0.821642,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Recall Score,0.806037,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Markedness,0.648942,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Fmeasure Score,0.560876,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Informedness,0.594183,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Macro F1,0.547505,1,adaboost
Water-quality,BR_AdaBoostClassifier,Predict Informedness,Micro F1,0.577308,1,adaboost
Water-quality,BR_AdaBoostClassifier,Marginal Scores,One-Error Score,0.714153,1,adaboost
Water-quality,BR_AdaBoostClassifier,Marginal Scores,Coverage Score,0.327576,1,adaboost
Water-quality,BR_AdaBoostClassifier,Marginal Scores,Ranking Loss Score,0.747757,1,adaboost
Water-quality,BR_AdaBoostClassifier,Marginal Scores,Average Precision,0.693956,1,adaboost
Water-quality,PCC_LogisticRegression,Predict Hamming,Hamming Accuracy,0.70748,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Subset Accuracy,0.01415,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Precision Score,0.636005,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Negative Predictive Value,0.727282,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Recall Score,0.432941,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Markedness,0.681642,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Fmeasure Score,0.479003,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Informedness,0.602994,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Macro F1,0.416425,1,lr
Water-quality,PCC_LogisticRegression,Predict Hamming,Micro F1,0.515199,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Hamming Accuracy,0.688005,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Subset Accuracy,0.013206,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Precision Score,0.496203,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Negative Predictive Value,0.703575,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Recall Score,0.320427,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Markedness,0.599889,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Fmeasure Score,0.350088,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Informedness,0.580513,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Macro F1,0.356079,1,lr
Water-quality,PCC_LogisticRegression,Predict Subset,Micro F1,0.427119,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Hamming Accuracy,0.66624,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Subset Accuracy,0.010376,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Precision Score,0.7,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Negative Predictive Value,0.663642,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Recall Score,0.155223,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Markedness,0.681819,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Fmeasure Score,0.243401,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Informedness,0.528807,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Macro F1,0.143809,1,lr
Water-quality,PCC_LogisticRegression,Predict Precision,Micro F1,0.230457,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Hamming Accuracy,0.420283,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Subset Accuracy,0.0,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Precision Score,0.382947,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Negative Predictive Value,0.905661,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Recall Score,0.977379,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Markedness,0.644304,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Fmeasure Score,0.530296,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Informedness,0.531148,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Macro F1,0.537696,1,lr
Water-quality,PCC_LogisticRegression,Predict NPV,Micro F1,0.55087,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Hamming Accuracy,0.362331,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Subset Accuracy,0.0,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Precision Score,0.362331,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Negative Predictive Value,0.0,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Recall Score,0.99434,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Markedness,0.181166,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Fmeasure Score,0.512479,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Informedness,0.5,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Macro F1,0.521125,1,lr
Water-quality,PCC_LogisticRegression,Predict Recall,Micro F1,0.531875,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Hamming Accuracy,0.662398,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Subset Accuracy,0.012265,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Precision Score,0.665229,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Negative Predictive Value,0.715919,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Recall Score,0.342451,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Markedness,0.690571,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Fmeasure Score,0.364599,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Informedness,0.55443,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Macro F1,0.333783,1,lr
Water-quality,PCC_LogisticRegression,Predict Markedness,Micro F1,0.414418,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Hamming Accuracy,0.614017,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Subset Accuracy,0.001887,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Precision Score,0.482734,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Negative Predictive Value,0.823637,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Recall Score,0.81813,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Markedness,0.653186,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Fmeasure Score,0.581231,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Informedness,0.609826,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Macro F1,0.568242,1,lr
Water-quality,PCC_LogisticRegression,Predict Fmeasure,Micro F1,0.604919,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Hamming Accuracy,0.667654,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Subset Accuracy,0.003772,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Precision Score,0.537916,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Negative Predictive Value,0.785288,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Recall Score,0.698256,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Markedness,0.661602,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Fmeasure Score,0.576458,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Informedness,0.609403,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Macro F1,0.528114,1,lr
Water-quality,PCC_LogisticRegression,Predict Informedness,Micro F1,0.596711,1,lr
Water-quality,PCC_LogisticRegression,Marginal Scores,One-Error Score,0.7,1,lr
Water-quality,PCC_LogisticRegression,Marginal Scores,Coverage Score,0.327649,1,lr
Water-quality,PCC_LogisticRegression,Marginal Scores,Ranking Loss Score,0.746244,1,lr
Water-quality,PCC_LogisticRegression,Marginal Scores,Average Precision,0.687921,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Hamming Accuracy,0.705996,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Subset Accuracy,0.013206,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Precision Score,0.636881,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Negative Predictive Value,0.726344,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Recall Score,0.431868,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Markedness,0.681613,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Fmeasure Score,0.478424,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Informedness,0.602221,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Macro F1,0.415794,1,lr
Water-quality,BR_LogisticRegression,Predict Hamming,Micro F1,0.513248,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Hamming Accuracy,0.705996,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Subset Accuracy,0.013206,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Precision Score,0.636881,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Negative Predictive Value,0.726344,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Recall Score,0.431868,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Markedness,0.681613,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Fmeasure Score,0.478424,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Informedness,0.602221,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Macro F1,0.415794,1,lr
Water-quality,BR_LogisticRegression,Predict Subset,Micro F1,0.513248,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Hamming Accuracy,0.66624,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Subset Accuracy,0.010376,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Precision Score,0.699999,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Negative Predictive Value,0.663643,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Recall Score,0.155553,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Markedness,0.68182,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Fmeasure Score,0.243777,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Informedness,0.528774,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Macro F1,0.143672,1,lr
Water-quality,BR_LogisticRegression,Predict Precision,Micro F1,0.230417,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Hamming Accuracy,0.419339,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Subset Accuracy,0.0,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Precision Score,0.382438,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Negative Predictive Value,0.899056,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Recall Score,0.975989,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Markedness,0.640748,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Fmeasure Score,0.529569,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Informedness,0.529853,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Macro F1,0.536739,1,lr
Water-quality,BR_LogisticRegression,Predict NPV,Micro F1,0.550142,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Hamming Accuracy,0.362331,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Subset Accuracy,0.0,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Precision Score,0.362331,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Negative Predictive Value,0.0,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Recall Score,0.99434,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Markedness,0.181166,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Fmeasure Score,0.512479,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Informedness,0.5,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Macro F1,0.521125,1,lr
Water-quality,BR_LogisticRegression,Predict Recall,Micro F1,0.531875,1,lr
Water-quality,BR_LogisticRegression,Predict Markedness,Hamming Accuracy,0.664352,1,lr
Water-quality,BR_LogisticRegression,Predict Markedness,Subset Accuracy,0.012265,1,lr
Water-quality,BR_LogisticRegression,Predict Markedness,Precision Score,0.667768,1,lr
Water-quality,BR_LogisticRegression,Predict Markedness,Negative Predictive Value,0.717134,1,lr
Water-quality,BR_LogisticRegression,Predict Markedness,Recall Score,0.341231,1,lr
Water-quality,BR_LogisticRegression,Predict Markedness,Markedness,0.692451,1,lr
